transaction id,timestamp,transaction type,merchant_category,amount (INR),transaction_status,sender_state,sender_bank,receiver_bank,device_type,network_type,hour_of_day,day_of_week,is_weekend
TXN0000000800,10-01-2024 17:34,Bill Payment,Fuel,1357,SUCCESS,West Bengal,Axis,HDFC,Web,4G,17,Wednesday,0
TXN0000000801,27-04-2024 19:38,Bill Payment,Shopping,2536,SUCCESS,Karnataka,PNB,Axis,Android,5G,19,Saturday,1
TXN0000000802,19-12-2024 21:26,P2P,Other,1446,SUCCESS,Telangana,Axis,SBI,Android,4G,21,Thursday,0
TXN0000000803,06-09-2024 12:43,P2M,Shopping,7271,SUCCESS,Tamil Nadu,HDFC,ICICI,iOS,4G,12,Friday,0
TXN0000000804,13-06-2024 11:11,Bill Payment,Grocery,512,SUCCESS,Uttar Pradesh,Yes Bank,ICICI,iOS,4G,11,Thursday,0
TXN0000000805,07-10-2024 21:51,P2P,Food,113,SUCCESS,Maharashtra,IndusInd,ICICI,Android,4G,21,Monday,0
TXN0000000806,11-08-2024 22:38,Bill Payment,Transport,78,SUCCESS,West Bengal,IndusInd,HDFC,Android,4G,22,Sunday,1
TXN0000000807,21-06-2024 12:17,P2P,Other,375,SUCCESS,Telangana,Yes Bank,Kotak,Android,5G,12,Friday,0
TXN0000000808,13-09-2024 13:34,P2M,Fuel,776,SUCCESS,Maharashtra,SBI,SBI,Android,4G,13,Friday,0
TXN0000000809,15-08-2024 11:37,P2M,Grocery,1878,SUCCESS,Maharashtra,Kotak,SBI,Android,5G,11,Thursday,0
TXN0000000810,29-11-2024 17:49,P2P,Other,442,SUCCESS,Maharashtra,PNB,HDFC,Android,4G,17,Friday,0
TXN0000000811,21-09-2024 17:53,P2P,Healthcare,1048,SUCCESS,Delhi,Kotak,ICICI,Android,5G,17,Saturday,1
TXN0000000812,30-11-2024 16:06,P2P,Utilities,154,SUCCESS,West Bengal,SBI,Kotak,Android,4G,16,Saturday,1
TXN0000000813,11-12-2024 14:54,Bill Payment,Food,1028,SUCCESS,Telangana,Axis,SBI,iOS,4G,14,Wednesday,0
TXN0000000814,15-06-2024 08:19,P2P,Transport,518,SUCCESS,West Bengal,Axis,Axis,Android,5G,8,Saturday,1
TXN0000000815,10-02-2024 18:43,P2M,Grocery,342,SUCCESS,Uttar Pradesh,IndusInd,Axis,Android,4G,18,Saturday,1
TXN0000000816,13-06-2024 11:18,P2P,Utilities,170,SUCCESS,Andhra Pradesh,Kotak,Kotak,Android,4G,11,Thursday,0
TXN0000000817,09-03-2024 18:26,P2P,Grocery,3953,SUCCESS,Maharashtra,HDFC,Axis,Android,4G,18,Saturday,1
TXN0000000818,08-06-2024 10:14,P2P,Shopping,746,SUCCESS,Andhra Pradesh,HDFC,SBI,Android,4G,10,Saturday,1
TXN0000000819,06-10-2024 19:08,P2M,Transport,646,SUCCESS,Tamil Nadu,SBI,SBI,Android,5G,19,Sunday,1
TXN0000000820,27-04-2024 22:35,P2M,Grocery,834,FAILED,Telangana,ICICI,HDFC,Android,4G,22,Saturday,1
TXN0000000821,29-05-2024 17:47,P2M,Other,1020,SUCCESS,Maharashtra,IndusInd,PNB,Android,5G,17,Wednesday,0
TXN0000000822,05-06-2024 11:42,P2P,Other,498,SUCCESS,Tamil Nadu,Kotak,ICICI,Android,4G,11,Wednesday,0
TXN0000000823,21-07-2024 20:13,P2M,Food,1151,SUCCESS,Delhi,Kotak,IndusInd,iOS,4G,20,Sunday,1
TXN0000000824,19-11-2024 04:00,P2P,Transport,690,SUCCESS,Uttar Pradesh,IndusInd,SBI,Android,4G,4,Tuesday,0
TXN0000000825,22-02-2024 18:29,P2P,Grocery,100,SUCCESS,Maharashtra,Axis,ICICI,Android,WiFi,18,Thursday,0
TXN0000000826,06-11-2024 11:55,P2P,Other,1490,SUCCESS,Tamil Nadu,Axis,SBI,Android,5G,11,Wednesday,0
TXN0000000827,10-03-2024 15:23,P2P,Utilities,2528,SUCCESS,Delhi,HDFC,PNB,Android,4G,15,Sunday,1
TXN0000000828,18-04-2024 12:58,P2P,Shopping,5140,SUCCESS,Andhra Pradesh,Yes Bank,ICICI,Android,4G,12,Thursday,0
TXN0000000829,17-03-2024 11:11,P2M,Shopping,536,SUCCESS,Gujarat,SBI,IndusInd,Android,3G,11,Sunday,1
TXN0000000830,03-12-2024 19:13,P2M,Grocery,190,SUCCESS,Maharashtra,ICICI,Kotak,Android,WiFi,19,Tuesday,0
TXN0000000831,25-10-2024 11:10,P2M,Other,434,SUCCESS,Andhra Pradesh,Axis,HDFC,Android,5G,11,Friday,0
TXN0000000832,30-12-2024 10:49,P2M,Food,206,SUCCESS,Tamil Nadu,Kotak,Kotak,Android,4G,10,Monday,0
TXN0000000833,15-08-2024 18:15,P2P,Food,303,SUCCESS,Karnataka,SBI,HDFC,iOS,4G,18,Thursday,0
TXN0000000834,10-05-2024 20:34,P2P,Shopping,2405,SUCCESS,Gujarat,Yes Bank,Axis,Android,4G,20,Friday,0
TXN0000000835,05-06-2024 12:41,P2M,Utilities,968,SUCCESS,Rajasthan,IndusInd,SBI,Android,3G,12,Wednesday,0
TXN0000000836,24-10-2024 08:03,Bill Payment,Shopping,811,SUCCESS,Karnataka,PNB,HDFC,iOS,4G,8,Thursday,0
TXN0000000837,09-03-2024 20:46,P2P,Food,2322,SUCCESS,Uttar Pradesh,Yes Bank,IndusInd,Android,4G,20,Saturday,1
TXN0000000838,17-12-2024 13:25,P2M,Food,204,SUCCESS,Delhi,PNB,Kotak,Android,5G,13,Tuesday,0
TXN0000000839,05-06-2024 11:22,P2P,Food,298,SUCCESS,Rajasthan,SBI,Axis,Android,4G,11,Wednesday,0
TXN0000000840,27-01-2024 19:26,P2M,Transport,135,SUCCESS,Uttar Pradesh,Kotak,PNB,Android,WiFi,19,Saturday,1
TXN0000000841,26-02-2024 18:50,P2P,Shopping,129,SUCCESS,Rajasthan,IndusInd,PNB,Android,4G,18,Monday,0
TXN0000000842,03-01-2024 23:50,P2P,Shopping,539,SUCCESS,Rajasthan,Kotak,Kotak,Android,3G,23,Wednesday,0
TXN0000000843,18-07-2024 20:29,P2P,Other,1017,SUCCESS,Uttar Pradesh,Yes Bank,Yes Bank,Android,5G,20,Thursday,0
TXN0000000844,02-09-2024 11:24,Bill Payment,Entertainment,127,SUCCESS,Tamil Nadu,SBI,Kotak,Android,3G,11,Monday,0
TXN0000000845,17-07-2024 10:03,Bill Payment,Other,778,SUCCESS,Gujarat,SBI,ICICI,Android,4G,10,Wednesday,0
TXN0000000846,23-02-2024 01:50,P2P,Transport,365,SUCCESS,Rajasthan,SBI,Kotak,Android,4G,1,Friday,0
TXN0000000847,28-06-2024 13:49,P2M,Grocery,845,SUCCESS,Karnataka,PNB,HDFC,Web,4G,13,Friday,0
TXN0000000848,26-03-2024 19:31,P2P,Entertainment,150,SUCCESS,Andhra Pradesh,Yes Bank,SBI,Android,5G,19,Tuesday,0
TXN0000000849,30-07-2024 16:51,P2M,Grocery,1946,FAILED,Delhi,PNB,IndusInd,Android,5G,16,Tuesday,0
TXN0000000850,25-02-2024 18:55,P2P,Shopping,358,SUCCESS,Telangana,IndusInd,IndusInd,iOS,5G,18,Sunday,1
TXN0000000851,28-09-2024 22:15,Bill Payment,Shopping,397,SUCCESS,Tamil Nadu,Axis,SBI,Android,4G,22,Saturday,1
TXN0000000852,20-02-2024 16:37,P2M,Grocery,796,SUCCESS,Uttar Pradesh,SBI,IndusInd,Android,4G,16,Tuesday,0
TXN0000000853,26-05-2024 16:37,P2M,Other,190,SUCCESS,Maharashtra,HDFC,Kotak,Android,5G,16,Sunday,1
TXN0000000854,03-04-2024 23:29,P2P,Grocery,163,SUCCESS,Maharashtra,IndusInd,Yes Bank,Android,4G,23,Wednesday,0
TXN0000000855,29-06-2024 22:50,P2M,Other,671,SUCCESS,Andhra Pradesh,SBI,SBI,iOS,4G,22,Saturday,1
TXN0000000856,01-01-2024 15:33,Recharge,Food,1185,SUCCESS,West Bengal,IndusInd,SBI,iOS,WiFi,15,Monday,0
TXN0000000857,28-01-2024 20:55,Bill Payment,Fuel,2376,FAILED,Andhra Pradesh,Kotak,SBI,Android,5G,20,Sunday,1
TXN0000000858,15-07-2024 02:31,P2M,Utilities,6366,SUCCESS,Telangana,ICICI,SBI,Android,4G,2,Monday,0
TXN0000000859,24-02-2024 02:08,P2P,Entertainment,481,SUCCESS,Delhi,SBI,Kotak,Android,4G,2,Saturday,1
TXN0000000860,25-11-2024 19:51,P2M,Transport,954,SUCCESS,Maharashtra,HDFC,Kotak,Android,4G,19,Monday,0
TXN0000000861,21-01-2024 04:34,P2M,Other,192,SUCCESS,West Bengal,Axis,Yes Bank,Android,4G,4,Sunday,1
TXN0000000862,24-07-2024 14:55,P2M,Grocery,548,SUCCESS,Delhi,SBI,HDFC,Android,5G,14,Wednesday,0
TXN0000000863,02-09-2024 16:58,P2P,Other,446,SUCCESS,Andhra Pradesh,SBI,Yes Bank,Android,4G,16,Monday,0
TXN0000000864,17-02-2024 19:22,P2M,Fuel,2627,SUCCESS,West Bengal,Yes Bank,ICICI,Web,3G,19,Saturday,1
TXN0000000865,01-04-2024 19:17,Bill Payment,Shopping,3760,SUCCESS,Maharashtra,SBI,Kotak,Android,3G,19,Monday,0
TXN0000000866,01-03-2024 21:20,P2M,Other,264,SUCCESS,Karnataka,SBI,SBI,Android,4G,21,Friday,0
TXN0000000867,16-11-2024 09:11,P2M,Food,123,SUCCESS,Gujarat,SBI,HDFC,Android,4G,9,Saturday,1
TXN0000000868,12-06-2024 13:04,Bill Payment,Fuel,1137,SUCCESS,West Bengal,Yes Bank,HDFC,Android,5G,13,Wednesday,0
TXN0000000869,16-04-2024 20:42,P2P,Shopping,365,SUCCESS,Tamil Nadu,HDFC,IndusInd,Android,WiFi,20,Tuesday,0
TXN0000000870,14-08-2024 09:10,Recharge,Healthcare,875,SUCCESS,Andhra Pradesh,Kotak,IndusInd,Android,3G,9,Wednesday,0
TXN0000000871,27-02-2024 18:13,P2P,Grocery,1526,SUCCESS,West Bengal,ICICI,Yes Bank,iOS,4G,18,Tuesday,0
TXN0000000872,23-12-2024 10:54,P2P,Transport,143,SUCCESS,West Bengal,IndusInd,HDFC,Android,4G,10,Monday,0
TXN0000000873,20-01-2024 20:45,P2P,Entertainment,249,SUCCESS,Uttar Pradesh,SBI,IndusInd,iOS,5G,20,Saturday,1
TXN0000000874,14-08-2024 09:57,P2P,Grocery,1081,SUCCESS,Tamil Nadu,PNB,SBI,Android,WiFi,9,Wednesday,0
TXN0000000875,08-05-2024 06:46,P2M,Healthcare,86,SUCCESS,Uttar Pradesh,ICICI,Yes Bank,Android,4G,6,Wednesday,0
TXN0000000876,15-05-2024 08:41,P2P,Shopping,1058,SUCCESS,Maharashtra,HDFC,Yes Bank,Android,4G,8,Wednesday,0
TXN0000000877,19-08-2024 17:41,P2P,Other,1360,SUCCESS,Delhi,SBI,Axis,iOS,4G,17,Monday,0
TXN0000000878,30-06-2024 12:03,P2P,Entertainment,1079,SUCCESS,Gujarat,HDFC,ICICI,Android,4G,12,Sunday,1
TXN0000000879,06-02-2024 19:17,P2M,Entertainment,160,FAILED,Uttar Pradesh,PNB,IndusInd,Android,5G,19,Tuesday,0
TXN0000000880,04-01-2024 11:51,P2M,Entertainment,98,SUCCESS,Uttar Pradesh,ICICI,Axis,Android,4G,11,Thursday,0
TXN0000000881,11-07-2024 07:02,P2P,Transport,671,SUCCESS,Rajasthan,HDFC,SBI,Android,4G,7,Thursday,0
TXN0000000882,18-05-2024 20:16,P2P,Shopping,645,FAILED,Rajasthan,ICICI,HDFC,Android,5G,20,Saturday,1
TXN0000000883,05-01-2024 20:28,P2M,Other,123,SUCCESS,Rajasthan,ICICI,IndusInd,Android,5G,20,Friday,0
TXN0000000884,19-02-2024 16:25,P2P,Healthcare,240,SUCCESS,Maharashtra,Yes Bank,Yes Bank,Android,4G,16,Monday,0
TXN0000000885,26-06-2024 16:19,P2M,Entertainment,479,SUCCESS,Uttar Pradesh,ICICI,SBI,iOS,4G,16,Wednesday,0
TXN0000000886,11-07-2024 02:11,P2M,Food,432,SUCCESS,Delhi,ICICI,Axis,Android,4G,2,Thursday,0
TXN0000000887,28-06-2024 15:25,P2M,Utilities,609,SUCCESS,Andhra Pradesh,Kotak,HDFC,iOS,3G,15,Friday,0
TXN0000000888,11-07-2024 15:43,P2P,Food,131,SUCCESS,Uttar Pradesh,Yes Bank,IndusInd,Android,4G,15,Thursday,0
TXN0000000889,29-06-2024 14:12,P2M,Utilities,245,SUCCESS,Andhra Pradesh,ICICI,ICICI,Android,4G,14,Saturday,1
TXN0000000890,19-01-2024 03:18,P2P,Transport,144,SUCCESS,Maharashtra,Yes Bank,IndusInd,Android,4G,3,Friday,0
TXN0000000891,12-03-2024 22:31,P2P,Grocery,913,SUCCESS,Telangana,SBI,SBI,Android,4G,22,Tuesday,0
TXN0000000892,14-03-2024 21:24,P2P,Transport,1270,SUCCESS,Maharashtra,HDFC,SBI,Android,4G,21,Thursday,0
TXN0000000893,25-04-2024 17:26,P2P,Food,794,SUCCESS,Telangana,Kotak,HDFC,Android,5G,17,Thursday,0
TXN0000000894,10-02-2024 20:21,P2M,Other,1520,SUCCESS,Tamil Nadu,SBI,IndusInd,Android,4G,20,Saturday,1
TXN0000000895,14-09-2024 12:52,Recharge,Shopping,3010,SUCCESS,Delhi,SBI,Axis,Android,4G,12,Saturday,1
TXN0000000896,25-11-2024 11:56,P2P,Entertainment,872,SUCCESS,Uttar Pradesh,Axis,SBI,Android,WiFi,11,Monday,0
TXN0000000897,18-04-2024 12:44,P2M,Food,270,SUCCESS,Tamil Nadu,SBI,SBI,Android,4G,12,Thursday,0
TXN0000000898,29-12-2024 17:29,P2M,Shopping,418,SUCCESS,Delhi,Axis,SBI,Android,5G,17,Sunday,1
TXN0000000899,30-10-2024 10:42,Bill Payment,Other,559,SUCCESS,Tamil Nadu,SBI,ICICI,iOS,4G,10,Wednesday,0
TXN0000000900,23-05-2024 05:35,P2P,Food,445,SUCCESS,Uttar Pradesh,HDFC,IndusInd,iOS,WiFi,5,Thursday,0
TXN0000000901,29-01-2024 16:14,P2P,Shopping,1748,SUCCESS,Delhi,HDFC,ICICI,Android,4G,16,Monday,0
TXN0000000902,16-07-2024 20:33,Bill Payment,Shopping,7738,SUCCESS,Uttar Pradesh,HDFC,SBI,Android,4G,20,Tuesday,0
TXN0000000903,06-11-2024 10:26,P2P,Transport,49,SUCCESS,Andhra Pradesh,HDFC,PNB,iOS,4G,10,Wednesday,0
TXN0000000904,10-03-2024 19:29,Recharge,Transport,72,SUCCESS,Andhra Pradesh,HDFC,PNB,Android,4G,19,Sunday,1
TXN0000000905,29-10-2024 16:08,P2M,Other,310,SUCCESS,Karnataka,HDFC,ICICI,Android,WiFi,16,Tuesday,0
TXN0000000906,02-11-2024 11:31,P2P,Food,103,SUCCESS,Rajasthan,SBI,IndusInd,Android,WiFi,11,Saturday,1
TXN0000000907,07-07-2024 21:31,Recharge,Food,238,SUCCESS,Karnataka,HDFC,PNB,Android,5G,21,Sunday,1
TXN0000000908,06-07-2024 09:10,P2P,Other,1225,SUCCESS,Karnataka,ICICI,Yes Bank,iOS,4G,9,Saturday,1
TXN0000000909,08-01-2024 18:13,P2M,Grocery,480,SUCCESS,Tamil Nadu,PNB,IndusInd,Android,4G,18,Monday,0
TXN0000000910,22-09-2024 12:26,P2P,Utilities,160,SUCCESS,Gujarat,Axis,SBI,Android,4G,12,Sunday,1
TXN0000000911,12-01-2024 18:48,P2M,Healthcare,640,SUCCESS,Karnataka,Kotak,Yes Bank,Android,WiFi,18,Friday,0
TXN0000000912,15-07-2024 06:25,P2P,Grocery,736,SUCCESS,Andhra Pradesh,ICICI,IndusInd,iOS,4G,6,Monday,0
TXN0000000913,01-05-2024 19:28,P2M,Fuel,3800,SUCCESS,Andhra Pradesh,Yes Bank,SBI,Android,WiFi,19,Wednesday,0
TXN0000000914,27-09-2024 08:46,Recharge,Grocery,396,SUCCESS,Uttar Pradesh,SBI,Axis,Android,4G,8,Friday,0
TXN0000000915,01-12-2024 18:01,Bill Payment,Other,1119,SUCCESS,Delhi,SBI,ICICI,Web,4G,18,Sunday,1
TXN0000000916,27-03-2024 17:53,P2M,Grocery,345,FAILED,Uttar Pradesh,ICICI,Axis,Android,5G,17,Wednesday,0
TXN0000000917,29-10-2024 10:34,P2M,Healthcare,194,SUCCESS,Maharashtra,Axis,PNB,iOS,4G,10,Tuesday,0
TXN0000000918,07-09-2024 21:47,P2M,Transport,187,SUCCESS,Karnataka,SBI,SBI,iOS,5G,21,Saturday,1
TXN0000000919,24-10-2024 07:32,P2M,Entertainment,363,SUCCESS,Gujarat,Axis,HDFC,Android,4G,7,Thursday,0
TXN0000000920,15-02-2024 16:29,P2M,Fuel,628,SUCCESS,Delhi,HDFC,ICICI,Android,WiFi,16,Thursday,0
TXN0000000921,29-03-2024 12:03,P2P,Utilities,125,SUCCESS,Andhra Pradesh,HDFC,PNB,iOS,4G,12,Friday,0
TXN0000000922,22-06-2024 13:40,P2P,Fuel,2202,SUCCESS,Maharashtra,SBI,Yes Bank,iOS,4G,13,Saturday,1
TXN0000000923,28-01-2024 02:14,P2P,Other,589,SUCCESS,Tamil Nadu,SBI,HDFC,Android,5G,2,Sunday,1
TXN0000000924,07-09-2024 10:45,P2M,Fuel,607,SUCCESS,Delhi,HDFC,SBI,Android,5G,10,Saturday,1
TXN0000000925,03-10-2024 18:02,P2M,Shopping,2158,SUCCESS,Rajasthan,PNB,ICICI,Android,4G,18,Thursday,0
TXN0000000926,22-07-2024 16:51,P2P,Grocery,1128,FAILED,Karnataka,PNB,HDFC,Android,4G,16,Monday,0
TXN0000000927,17-01-2024 11:38,Bill Payment,Entertainment,250,SUCCESS,Gujarat,ICICI,PNB,Android,4G,11,Wednesday,0
TXN0000000928,15-04-2024 09:00,P2M,Utilities,4123,SUCCESS,Telangana,IndusInd,Yes Bank,Android,WiFi,9,Monday,0
TXN0000000929,15-01-2024 19:44,P2P,Grocery,2121,SUCCESS,Uttar Pradesh,Axis,ICICI,Android,4G,19,Monday,0
TXN0000000930,14-02-2024 22:37,P2P,Food,173,SUCCESS,Delhi,Kotak,ICICI,Android,WiFi,22,Wednesday,0
TXN0000000931,11-11-2024 19:00,P2P,Education,2223,SUCCESS,Gujarat,HDFC,Kotak,iOS,4G,19,Monday,0
TXN0000000932,22-01-2024 11:10,P2P,Grocery,1354,SUCCESS,Uttar Pradesh,ICICI,SBI,Android,5G,11,Monday,0
TXN0000000933,10-07-2024 20:23,P2P,Food,766,SUCCESS,Rajasthan,ICICI,IndusInd,Android,5G,20,Wednesday,0
TXN0000000934,27-03-2024 11:08,P2P,Grocery,431,SUCCESS,Delhi,PNB,SBI,iOS,WiFi,11,Wednesday,0
TXN0000000935,10-07-2024 17:00,P2M,Grocery,1609,SUCCESS,Maharashtra,IndusInd,Axis,Android,5G,17,Wednesday,0
TXN0000000936,14-01-2024 08:54,Recharge,Utilities,735,SUCCESS,Tamil Nadu,Yes Bank,SBI,Android,5G,8,Sunday,1
TXN0000000937,27-02-2024 07:59,P2P,Grocery,2377,SUCCESS,Tamil Nadu,SBI,SBI,Android,4G,7,Tuesday,0
TXN0000000938,21-12-2024 21:36,P2M,Fuel,2186,SUCCESS,Uttar Pradesh,IndusInd,IndusInd,Android,4G,21,Saturday,1
TXN0000000939,10-11-2024 22:07,P2M,Utilities,3425,SUCCESS,Andhra Pradesh,Axis,SBI,iOS,5G,22,Sunday,1
TXN0000000940,27-10-2024 11:48,P2M,Utilities,5257,SUCCESS,Delhi,Yes Bank,HDFC,iOS,5G,11,Sunday,1
TXN0000000941,05-03-2024 11:56,P2P,Food,144,SUCCESS,Karnataka,Axis,SBI,Android,5G,11,Tuesday,0
TXN0000000942,05-03-2024 20:26,P2P,Education,4844,SUCCESS,Delhi,SBI,HDFC,Android,5G,20,Tuesday,0
TXN0000000943,21-12-2024 09:15,P2P,Utilities,2054,SUCCESS,Uttar Pradesh,SBI,HDFC,Android,4G,9,Saturday,1
TXN0000000944,25-11-2024 07:04,P2M,Healthcare,685,SUCCESS,Uttar Pradesh,HDFC,IndusInd,iOS,4G,7,Monday,0
TXN0000000945,06-03-2024 12:54,P2P,Grocery,286,SUCCESS,Karnataka,HDFC,IndusInd,Android,WiFi,12,Wednesday,0
TXN0000000946,27-08-2024 20:43,P2M,Food,620,SUCCESS,Gujarat,SBI,Kotak,Android,3G,20,Tuesday,0
TXN0000000947,14-06-2024 20:32,P2P,Transport,183,SUCCESS,Tamil Nadu,IndusInd,ICICI,Android,4G,20,Friday,0
TXN0000000948,10-06-2024 12:20,P2P,Shopping,11038,SUCCESS,Tamil Nadu,Kotak,ICICI,iOS,4G,12,Monday,0
TXN0000000949,16-03-2024 18:34,P2P,Food,821,SUCCESS,Karnataka,HDFC,Kotak,Android,4G,18,Saturday,1
TXN0000000950,17-08-2024 15:31,P2P,Utilities,987,SUCCESS,Uttar Pradesh,PNB,Yes Bank,iOS,4G,15,Saturday,1
TXN0000000951,05-03-2024 12:23,P2P,Utilities,2289,SUCCESS,Karnataka,PNB,HDFC,Android,4G,12,Tuesday,0
TXN0000000952,17-04-2024 19:27,P2M,Shopping,355,SUCCESS,Delhi,ICICI,HDFC,Android,4G,19,Wednesday,0
TXN0000000953,11-07-2024 17:50,P2P,Other,344,SUCCESS,Gujarat,SBI,Yes Bank,Web,4G,17,Thursday,0
TXN0000000954,21-09-2024 20:34,P2P,Utilities,3205,SUCCESS,Maharashtra,PNB,HDFC,iOS,4G,20,Saturday,1
TXN0000000955,02-07-2024 10:39,P2P,Shopping,524,SUCCESS,West Bengal,Axis,SBI,Android,4G,10,Tuesday,0
TXN0000000956,06-03-2024 17:32,P2P,Food,488,SUCCESS,Tamil Nadu,PNB,PNB,Android,5G,17,Wednesday,0
TXN0000000957,02-04-2024 19:41,P2M,Grocery,511,SUCCESS,Uttar Pradesh,IndusInd,HDFC,Android,4G,19,Tuesday,0
TXN0000000958,21-10-2024 12:42,P2P,Transport,380,SUCCESS,Andhra Pradesh,Kotak,SBI,iOS,5G,12,Monday,0
TXN0000000959,04-01-2024 20:49,P2P,Healthcare,864,SUCCESS,West Bengal,HDFC,HDFC,Web,WiFi,20,Thursday,0
TXN0000000960,26-11-2024 15:24,P2M,Entertainment,1253,SUCCESS,Gujarat,HDFC,HDFC,Android,4G,15,Tuesday,0
TXN0000000961,28-12-2024 13:26,Recharge,Shopping,518,SUCCESS,Uttar Pradesh,IndusInd,Yes Bank,Android,5G,13,Saturday,1
TXN0000000962,27-07-2024 14:16,Bill Payment,Grocery,486,SUCCESS,Uttar Pradesh,Yes Bank,PNB,Android,5G,14,Saturday,1
TXN0000000963,20-05-2024 17:52,P2M,Transport,664,SUCCESS,Uttar Pradesh,HDFC,HDFC,iOS,4G,17,Monday,0
TXN0000000964,13-01-2024 17:45,Bill Payment,Grocery,1006,SUCCESS,Tamil Nadu,HDFC,Yes Bank,Android,4G,17,Saturday,1
TXN0000000965,28-01-2024 13:16,P2P,Transport,637,SUCCESS,Uttar Pradesh,HDFC,SBI,Android,5G,13,Sunday,1
TXN0000000966,29-06-2024 16:06,P2P,Food,573,SUCCESS,Karnataka,SBI,PNB,Android,4G,16,Saturday,1
TXN0000000967,17-12-2024 16:34,P2M,Shopping,5736,SUCCESS,Maharashtra,SBI,SBI,Android,4G,16,Tuesday,0
TXN0000000968,01-05-2024 17:04,P2P,Fuel,527,SUCCESS,Andhra Pradesh,SBI,SBI,iOS,WiFi,17,Wednesday,0
TXN0000000969,24-01-2024 17:05,Bill Payment,Other,375,SUCCESS,Maharashtra,Kotak,PNB,Android,4G,17,Wednesday,0
TXN0000000970,21-10-2024 20:33,P2M,Entertainment,312,SUCCESS,Uttar Pradesh,Yes Bank,Yes Bank,Android,4G,20,Monday,0
TXN0000000971,04-11-2024 18:53,P2M,Fuel,515,SUCCESS,Delhi,ICICI,Axis,Android,4G,18,Monday,0
TXN0000000972,28-12-2024 13:55,Bill Payment,Utilities,444,SUCCESS,West Bengal,SBI,PNB,iOS,4G,13,Saturday,1
TXN0000000973,28-11-2024 12:21,P2P,Grocery,926,SUCCESS,Delhi,HDFC,Yes Bank,Android,4G,12,Thursday,0
TXN0000000974,19-07-2024 19:53,Bill Payment,Fuel,1676,FAILED,Karnataka,HDFC,ICICI,Android,4G,19,Friday,0
TXN0000000975,29-10-2024 22:52,P2P,Utilities,316,SUCCESS,Andhra Pradesh,Kotak,Kotak,Android,4G,22,Tuesday,0
TXN0000000976,05-01-2024 18:41,P2P,Fuel,709,SUCCESS,West Bengal,SBI,IndusInd,Web,4G,18,Friday,0
TXN0000000977,24-02-2024 11:09,P2P,Shopping,7121,SUCCESS,Uttar Pradesh,HDFC,SBI,Android,4G,11,Saturday,1
TXN0000000978,20-08-2024 19:08,P2M,Food,444,FAILED,Gujarat,SBI,SBI,iOS,WiFi,19,Tuesday,0
TXN0000000979,04-12-2024 21:03,P2P,Food,352,SUCCESS,Tamil Nadu,Yes Bank,SBI,Android,4G,21,Wednesday,0
TXN0000000980,03-11-2024 21:58,P2M,Transport,1533,SUCCESS,Telangana,Axis,PNB,Android,4G,21,Sunday,1
TXN0000000981,28-03-2024 19:57,P2P,Healthcare,271,SUCCESS,Uttar Pradesh,SBI,SBI,Android,5G,19,Thursday,0
TXN0000000982,24-08-2024 11:55,P2P,Education,4804,SUCCESS,Karnataka,Axis,Axis,iOS,5G,11,Saturday,1
TXN0000000983,02-07-2024 07:05,Bill Payment,Grocery,1508,SUCCESS,Uttar Pradesh,HDFC,HDFC,Android,4G,7,Tuesday,0
TXN0000000984,08-06-2024 16:08,P2P,Grocery,384,SUCCESS,Maharashtra,IndusInd,SBI,Android,5G,16,Saturday,1
TXN0000000985,03-12-2024 11:08,P2P,Shopping,1879,SUCCESS,Karnataka,IndusInd,HDFC,Android,4G,11,Tuesday,0
TXN0000000986,23-09-2024 18:28,P2M,Fuel,1313,SUCCESS,Maharashtra,ICICI,SBI,iOS,5G,18,Monday,0
TXN0000000987,04-03-2024 16:30,P2M,Fuel,583,SUCCESS,West Bengal,PNB,Yes Bank,Android,WiFi,16,Monday,0
TXN0000000988,06-10-2024 02:31,P2P,Grocery,424,SUCCESS,Maharashtra,Axis,Axis,Android,4G,2,Sunday,1
TXN0000000989,09-03-2024 02:48,Bill Payment,Entertainment,142,SUCCESS,Delhi,Yes Bank,Yes Bank,Android,4G,2,Saturday,1
TXN0000000990,18-09-2024 16:34,Recharge,Fuel,1053,SUCCESS,Telangana,Kotak,Yes Bank,iOS,4G,16,Wednesday,0
TXN0000000991,17-07-2024 06:44,Bill Payment,Entertainment,479,SUCCESS,Delhi,SBI,Yes Bank,Android,4G,6,Wednesday,0
TXN0000000992,10-11-2024 00:07,P2P,Grocery,717,SUCCESS,Uttar Pradesh,ICICI,SBI,Android,5G,0,Sunday,1
TXN0000000993,10-01-2024 18:24,P2M,Food,429,SUCCESS,Rajasthan,SBI,HDFC,Android,4G,18,Wednesday,0
TXN0000000994,13-09-2024 16:31,P2P,Grocery,1240,SUCCESS,Rajasthan,HDFC,Axis,Android,4G,16,Friday,0
TXN0000000995,12-08-2024 02:42,P2M,Shopping,3473,SUCCESS,Karnataka,SBI,SBI,iOS,4G,2,Monday,0
TXN0000000996,18-04-2024 21:01,Recharge,Entertainment,178,SUCCESS,Karnataka,Kotak,SBI,Android,4G,21,Thursday,0
TXN0000000997,01-11-2024 12:05,P2P,Transport,423,SUCCESS,Uttar Pradesh,ICICI,IndusInd,iOS,5G,12,Friday,0
TXN0000000998,10-02-2024 11:31,P2M,Other,2251,SUCCESS,Delhi,HDFC,Kotak,iOS,4G,11,Saturday,1
